"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-01-01,104,3,8,0,55,35,1131,107,8,3,0,8
2023-01-02,137,1,9,0,59,39,1212,138,9,4,0,17
2023-01-03,115,1,5,0,59,38,1214,116,5,5,0,22
2023-01-04,99,1,9,0,58,37,1167,100,9,6,0,31
2023-01-05,98,2,13,0,62,39,1138,100,13,8,0,44
2023-01-06,92,2,12,1,68,42,1082,94,13,10,1,56
2023-01-07,74,1,2,0,54,38,1010,75,2,11,1,58
2023-01-08,84,4,8,0,58,40,1045,88,8,15,1,66
2023-01-09,112,0,4,0,55,39,1108,112,4,15,1,70
2023-01-10,83,1,5,0,49,35,1074,84,5,16,1,75
2023-01-11,75,1,4,0,49,33,1008,76,4,17,1,79
2023-01-12,82,3,6,0,46,32,986,85,6,20,1,85
2023-01-13,63,0,7,0,50,33,931,63,7,20,1,92
2023-01-14,50,0,4,0,49,33,867,50,4,20,1,96
2023-01-15,53,2,1,0,43,30,869,55,1,22,1,97
2023-01-16,81,2,5,0,45,31,911,83,5,24,1,102
2023-01-17,65,2,6,1,47,30,882,67,7,26,2,108
2023-01-18,61,2,3,0,42,29,857,63,3,28,2,111
2023-01-19,58,4,2,0,39,26,832,62,2,32,2,113
2023-01-20,52,0,4,0,36,24,794,52,4,32,2,117
2023-01-21,41,0,0,0,32,22,738,41,0,32,2,117
2023-01-22,37,1,1,0,28,21,747,38,1,33,2,118
2023-01-23,63,0,7,0,34,26,785,63,7,33,2,125
2023-01-24,39,2,3,0,33,25,737,41,3,35,2,128
2023-01-25,41,0,2,1,28,22,696,41,3,35,3,130
2023-01-26,46,3,2,0,22,17,699,49,2,38,3,132
2023-01-27,56,2,3,0,21,16,689,58,3,40,3,135
2023-01-28,28,1,2,0,22,18,641,29,2,41,3,137
2023-01-29,43,0,3,1,23,20,656,43,4,41,4,140
2023-01-30,75,1,3,0,25,21,712,76,3,42,4,143
2023-01-31,49,1,4,1,24,18,701,50,5,43,5,147
2023-02-01,61,5,1,0,23,18,708,66,1,48,5,148
2023-02-02,51,1,5,0,22,19,696,52,5,49,5,153
2023-02-03,55,0,4,0,22,19,692,55,4,49,5,157
2023-02-04,42,1,2,0,21,18,674,43,2,50,5,159
2023-02-05,46,0,2,0,20,17,696,46,2,50,5,161
2023-02-06,65,3,6,0,23,18,748,68,6,53,5,167
2023-02-07,61,0,4,0,21,15,746,61,4,53,5,171
2023-02-08,60,0,7,0,27,19,737,60,7,53,5,178
2023-02-09,75,1,4,0,29,21,760,76,4,54,5,182
2023-02-10,69,2,2,0,24,17,773,71,2,56,5,184
2023-02-11,66,1,3,0,22,14,765,67,3,57,5,187
2023-02-12,58,0,0,0,20,14,789,58,0,57,5,187
2023-02-13,99,2,3,0,18,15,862,101,3,59,5,190
2023-02-14,74,1,2,0,20,17,854,75,2,60,5,192
2023-02-15,76,0,9,0,26,21,854,76,9,60,5,201
2023-02-16,80,0,4,0,29,23,866,80,4,60,5,205
2023-02-17,93,2,1,0,27,21,885,95,1,62,5,206
2023-02-18,74,2,2,0,26,21,871,76,2,64,5,208
2023-02-19,75,2,9,1,31,23,907,77,10,66,6,217
2023-02-20,119,3,7,0,38,24,1002,122,7,69,6,224
2023-02-21,95,2,8,0,40,26,1001,97,8,71,6,232
2023-02-22,113,2,8,1,39,29,1024,115,9,73,7,240
2023-02-23,103,0,4,0,38,29,1052,103,4,73,7,244
2023-02-24,103,0,5,0,33,28,1070,103,5,73,7,249
2023-02-25,100,0,6,0,36,30,1067,100,6,73,7,255
2023-02-26,91,1,8,0,37,29,1111,92,8,74,7,263
2023-02-27,165,3,15,0,48,32,1235,168,15,77,7,278
2023-02-28,141,1,12,0,58,34,1271,142,12,78,7,290
2023-03-01,138,2,15,1,57,34,1263,140,16,80,8,305
2023-03-02,143,2,8,0,58,37,1281,145,8,82,8,313
2023-03-03,147,4,10,0,59,34,1292,151,10,86,8,323
2023-03-04,107,0,2,0,52,29,1262,107,2,86,8,325
2023-03-05,97,1,9,0,54,29,1286,98,9,87,8,334
2023-03-06,186,4,12,0,62,33,1428,190,12,91,8,346
2023-03-07,164,3,16,0,73,37,1424,167,16,94,8,362
2023-03-08,139,1,3,0,61,33,1408,140,3,95,8,365
2023-03-09,134,1,6,1,57,33,1370,135,7,96,9,371
2023-03-10,145,2,14,0,61,36,1371,147,14,98,9,385
2023-03-11,99,0,8,0,61,39,1299,99,8,98,9,393
2023-03-12,107,0,10,0,63,40,1342,107,10,98,9,403
2023-03-13,170,0,10,0,65,41,1457,170,10,98,9,413
2023-03-14,146,0,6,0,65,40,1435,146,6,98,9,419
2023-03-15,137,2,4,0,60,37,1421,139,4,100,9,423
2023-03-16,130,1,11,1,67,36,1385,131,12,101,10,434
2023-03-17,126,4,4,0,58,33,1361,130,4,105,10,438
2023-03-18,90,0,5,0,51,33,1298,90,5,105,10,443
2023-03-19,107,2,7,0,51,33,1337,109,7,107,10,450
2023-03-20,142,1,14,1,60,36,1416,143,15,108,11,464
2023-03-21,111,1,12,0,67,40,1365,112,12,109,11,476
2023-03-22,106,4,5,0,61,38,1332,110,5,113,11,481
2023-03-23,112,2,8,0,60,38,1277,114,8,115,11,489
2023-03-24,102,0,4,1,55,35,1230,102,5,115,12,493
2023-03-25,82,0,5,0,50,34,1168,82,5,115,12,498
2023-03-26,79,0,4,0,47,34,1184,79,4,115,12,502
2023-03-27,96,3,6,1,54,36,1243,99,7,118,13,508
2023-03-28,94,0,13,0,62,39,1194,94,13,118,13,521
2023-03-29,89,2,2,0,57,36,1154,91,2,120,13,523
2023-03-30,78,1,6,0,55,36,1117,79,6,121,13,529
2023-03-31,92,2,5,0,54,37,1101,94,5,123,13,534
2023-04-01,56,0,2,0,51,34,1028,56,2,123,13,536
2023-04-02,52,0,5,0,52,34,1033,52,5,123,13,541
2023-04-03,69,1,6,0,54,34,1070,70,6,124,13,547
2023-04-04,59,2,2,0,47,31,1025,61,2,126,13,549
2023-04-05,67,1,2,0,42,29,999,68,2,127,13,551
2023-04-06,65,2,6,0,45,30,976,67,6,129,13,557
2023-04-07,63,2,4,0,43,27,969,65,4,131,13,561
2023-04-08,45,1,2,0,44,28,898,46,2,132,13,563
2023-04-09,46,0,4,0,43,27,885,46,4,132,13,567
2023-04-10,38,1,4,0,43,28,885,39,4,133,13,571
2023-04-11,66,4,2,0,43,28,916,70,2,137,13,573
2023-04-12,40,2,2,0,43,27,895,42,2,139,13,575
2023-04-13,4,0,1,0,43,26,833,4,1,139,13,576
