"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-01-01,104,3,8,0,55,35,1129,107,8,3,0,8
2023-01-02,137,1,9,0,59,39,1210,138,9,4,0,17
2023-01-03,115,1,5,0,59,38,1212,116,5,5,0,22
2023-01-04,99,1,9,0,58,37,1165,100,9,6,0,31
2023-01-05,98,2,13,0,62,39,1136,100,13,8,0,44
2023-01-06,92,2,12,1,68,42,1080,94,13,10,1,56
2023-01-07,74,1,2,0,54,38,1008,75,2,11,1,58
2023-01-08,84,4,8,0,58,40,1043,88,8,15,1,66
2023-01-09,112,0,4,0,55,39,1106,112,4,15,1,70
2023-01-10,83,1,5,0,49,35,1072,84,5,16,1,75
2023-01-11,75,1,4,0,49,33,1006,76,4,17,1,79
2023-01-12,82,3,6,0,46,32,984,85,6,20,1,85
2023-01-13,63,0,7,0,50,33,929,63,7,20,1,92
2023-01-14,50,0,4,0,49,33,865,50,4,20,1,96
2023-01-15,53,2,1,0,43,30,867,55,1,22,1,97
2023-01-16,81,2,5,0,45,31,909,83,5,24,1,102
2023-01-17,65,2,6,1,47,30,880,67,7,26,2,108
2023-01-18,61,2,3,0,42,29,855,63,3,28,2,111
2023-01-19,58,4,2,0,39,26,830,62,2,32,2,113
2023-01-20,52,0,4,0,36,24,792,52,4,32,2,117
2023-01-21,41,0,0,0,32,22,736,41,0,32,2,117
2023-01-22,37,1,1,0,28,21,745,38,1,33,2,118
2023-01-23,63,0,7,0,34,26,783,63,7,33,2,125
2023-01-24,39,2,3,0,33,25,735,41,3,35,2,128
2023-01-25,41,0,2,1,28,22,694,41,3,35,3,130
2023-01-26,46,3,2,0,22,17,697,49,2,38,3,132
2023-01-27,56,2,3,0,21,16,687,58,3,40,3,135
2023-01-28,28,1,2,0,22,18,639,29,2,41,3,137
2023-01-29,43,0,3,0,22,19,654,43,3,41,3,140
2023-01-30,75,1,3,0,24,20,710,76,3,42,3,143
2023-01-31,48,1,4,1,23,18,698,49,5,43,4,147
2023-02-01,61,5,1,0,23,18,705,66,1,48,4,148
2023-02-02,51,1,5,0,22,19,693,52,5,49,4,153
2023-02-03,55,0,4,0,22,19,689,55,4,49,4,157
2023-02-04,42,1,2,0,21,18,671,43,2,50,4,159
2023-02-05,46,0,2,0,20,17,693,46,2,50,4,161
2023-02-06,65,3,6,0,23,18,745,68,6,53,4,167
2023-02-07,61,0,4,0,21,15,743,61,4,53,4,171
2023-02-08,60,0,7,0,27,19,733,60,7,53,4,178
2023-02-09,75,1,4,0,29,21,756,76,4,54,4,182
2023-02-10,69,2,2,0,24,17,769,71,2,56,4,184
2023-02-11,66,1,3,0,22,14,761,67,3,57,4,187
2023-02-12,58,0,0,0,20,14,785,58,0,57,4,187
2023-02-13,99,2,3,0,18,15,858,101,3,59,4,190
2023-02-14,74,1,2,0,20,17,850,75,2,60,4,192
2023-02-15,76,0,9,0,26,21,850,76,9,60,4,201
2023-02-16,80,0,4,0,29,23,862,80,4,60,4,205
2023-02-17,93,2,1,0,27,21,881,95,1,62,4,206
2023-02-18,74,2,2,0,26,21,867,76,2,64,4,208
2023-02-19,75,2,9,1,31,23,903,77,10,66,5,217
2023-02-20,119,3,7,0,38,24,998,122,7,69,5,224
2023-02-21,95,2,8,0,40,26,997,97,8,71,5,232
2023-02-22,113,2,8,1,39,29,1020,115,9,73,6,240
2023-02-23,103,0,4,0,38,29,1048,103,4,73,6,244
2023-02-24,103,0,5,0,33,28,1065,103,5,73,6,249
2023-02-25,100,0,6,0,36,30,1062,100,6,73,6,255
2023-02-26,91,1,8,0,37,29,1106,92,8,74,6,263
2023-02-27,165,3,15,0,48,32,1230,168,15,77,6,278
2023-02-28,141,1,12,0,58,34,1266,142,12,78,6,290
2023-03-01,138,2,15,1,57,34,1258,140,16,80,7,305
2023-03-02,143,2,8,0,58,37,1276,145,8,82,7,313
2023-03-03,147,4,10,0,59,34,1287,151,10,86,7,323
2023-03-04,107,0,2,0,52,29,1257,107,2,86,7,325
2023-03-05,97,1,9,0,54,29,1281,98,9,87,7,334
2023-03-06,187,4,12,0,62,33,1424,191,12,91,7,346
2023-03-07,164,3,16,0,73,37,1420,167,16,94,7,362
2023-03-08,140,1,3,0,61,33,1405,141,3,95,7,365
2023-03-09,134,1,6,1,57,33,1367,135,7,96,8,371
2023-03-10,145,2,14,0,60,36,1368,147,14,98,8,385
2023-03-11,99,0,8,0,60,39,1296,99,8,98,8,393
2023-03-12,107,0,10,0,62,40,1339,107,10,98,8,403
2023-03-13,170,0,10,0,64,41,1453,170,10,98,8,413
2023-03-14,146,0,6,0,64,40,1431,146,6,98,8,419
2023-03-15,136,2,4,0,59,36,1416,138,4,100,8,423
2023-03-16,130,1,11,1,66,35,1380,131,12,101,9,434
2023-03-17,126,4,4,0,57,32,1356,130,4,105,9,438
2023-03-18,90,0,5,0,50,32,1292,90,5,105,9,443
2023-03-19,107,2,7,0,50,32,1331,109,7,107,9,450
2023-03-20,142,1,14,1,59,35,1410,143,15,108,10,464
2023-03-21,111,1,12,0,66,39,1359,112,12,109,10,476
2023-03-22,107,4,5,0,60,37,1327,111,5,113,10,481
2023-03-23,112,2,8,0,59,37,1272,114,8,115,10,489
2023-03-24,102,0,4,1,54,34,1225,102,5,115,11,493
2023-03-25,82,0,5,0,49,33,1163,82,5,115,11,498
2023-03-26,80,0,4,0,45,32,1180,80,4,115,11,502
2023-03-27,99,3,6,1,52,35,1242,102,7,118,12,508
2023-03-28,93,0,13,0,60,38,1192,93,13,118,12,521
2023-03-29,89,2,2,0,55,35,1152,91,2,120,12,523
2023-03-30,80,1,6,0,53,35,1117,81,6,121,12,529
2023-03-31,92,2,5,0,52,37,1100,94,5,123,12,534
2023-04-01,58,0,2,0,49,34,1030,58,2,123,12,536
2023-04-02,52,0,5,0,50,35,1035,52,5,123,12,541
2023-04-03,73,1,6,0,53,35,1076,74,6,124,12,547
2023-04-04,60,2,2,0,45,30,1032,62,2,126,12,549
2023-04-05,68,1,2,0,40,28,1007,69,2,127,12,551
2023-04-06,70,2,6,0,42,29,986,72,6,129,12,557
2023-04-07,66,1,4,0,40,26,980,67,4,130,12,561
2023-04-08,49,1,2,0,41,27,910,50,2,131,12,563
2023-04-09,49,0,4,0,40,26,898,49,4,131,12,567
2023-04-10,45,1,5,0,41,28,903,46,5,132,12,572
2023-04-11,78,2,2,0,41,28,944,80,2,134,12,574
2023-04-12,65,1,2,0,41,27,928,66,2,135,12,576
2023-04-13,43,1,2,0,40,26,887,44,2,136,12,578
2023-04-14,43,2,3,0,38,27,837,45,3,138,12,581
2023-04-15,33,0,0,0,37,26,782,33,0,138,12,581
2023-04-16,26,0,2,0,37,25,771,26,2,138,12,583
2023-04-17,36,4,5,0,39,23,795,40,5,142,12,588
2023-04-18,34,1,1,0,39,23,778,35,1,143,12,589
2023-04-19,4,0,1,0,37,23,732,4,1,143,12,590
