"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-01-01,104,4,8,0,55,35,1133,108,8,4,0,8
2023-01-02,137,3,9,0,59,39,1216,140,9,7,0,17
2023-01-03,115,1,5,0,59,38,1217,116,5,8,0,22
2023-01-04,99,1,9,0,58,37,1170,100,9,9,0,31
2023-01-05,98,2,13,0,62,39,1141,100,13,11,0,44
2023-01-06,92,2,12,1,68,42,1082,94,13,13,1,56
2023-01-07,74,1,2,0,54,38,1009,75,2,14,1,58
2023-01-08,84,5,8,0,58,40,1045,89,8,19,1,66
2023-01-09,112,2,4,0,55,39,1110,114,4,21,1,70
2023-01-10,83,1,5,0,49,35,1076,84,5,22,1,75
2023-01-11,76,1,4,0,49,33,1011,77,4,23,1,79
2023-01-12,82,3,6,0,46,32,987,85,6,26,1,85
2023-01-13,63,0,7,0,50,33,932,63,7,26,1,92
2023-01-14,50,0,4,0,49,33,866,50,4,26,1,96
2023-01-15,53,3,1,0,43,30,869,56,1,29,1,97
2023-01-16,81,3,5,0,45,31,912,84,5,32,1,102
2023-01-17,65,3,6,1,47,30,883,68,7,35,2,108
2023-01-18,61,2,3,0,42,29,858,63,3,37,2,111
2023-01-19,58,4,2,0,39,26,833,62,2,41,2,113
2023-01-20,52,0,4,0,36,24,795,52,4,41,2,117
2023-01-21,41,1,0,0,32,22,740,42,0,42,2,117
2023-01-22,37,1,1,0,28,21,749,38,1,43,2,118
2023-01-23,63,0,7,0,34,26,787,63,7,43,2,125
2023-01-24,39,2,3,0,33,25,738,41,3,45,2,128
2023-01-25,41,0,2,1,28,22,696,41,3,45,3,130
2023-01-26,46,3,2,0,22,17,698,49,2,48,3,132
2023-01-27,56,2,3,0,21,16,688,58,3,50,3,135
2023-01-28,28,1,2,0,22,18,640,29,2,51,3,137
2023-01-29,43,0,3,0,22,19,654,43,3,51,3,140
2023-01-30,75,1,3,0,24,20,710,76,3,52,3,143
2023-01-31,48,1,4,1,23,18,698,49,5,53,4,147
2023-02-01,61,5,1,0,23,18,705,66,1,58,4,148
2023-02-02,51,1,5,0,22,19,693,52,5,59,4,153
2023-02-03,55,0,4,0,22,19,689,55,4,59,4,157
2023-02-04,42,1,2,0,21,18,671,43,2,60,4,159
2023-02-05,46,0,2,0,20,17,693,46,2,60,4,161
2023-02-06,65,3,6,0,23,18,745,68,6,63,4,167
2023-02-07,61,0,4,0,21,15,743,61,4,63,4,171
2023-02-08,60,0,7,0,27,19,733,60,7,63,4,178
2023-02-09,75,1,4,0,29,21,756,76,4,64,4,182
2023-02-10,69,2,2,0,24,17,769,71,2,66,4,184
2023-02-11,66,1,3,0,22,14,761,67,3,67,4,187
2023-02-12,58,0,0,0,20,14,785,58,0,67,4,187
2023-02-13,99,2,3,0,18,15,858,101,3,69,4,190
2023-02-14,74,1,2,0,20,17,850,75,2,70,4,192
2023-02-15,76,0,9,0,26,21,850,76,9,70,4,201
2023-02-16,80,0,4,0,29,23,862,80,4,70,4,205
2023-02-17,93,2,1,0,27,21,881,95,1,72,4,206
2023-02-18,74,2,2,0,26,21,867,76,2,74,4,208
2023-02-19,75,2,9,1,31,23,903,77,10,76,5,217
2023-02-20,121,3,7,0,38,24,1000,124,7,79,5,224
2023-02-21,95,2,8,0,40,26,999,97,8,81,5,232
2023-02-22,113,2,8,1,39,29,1022,115,9,83,6,240
2023-02-23,103,0,4,0,38,29,1050,103,4,83,6,244
2023-02-24,103,0,5,0,33,28,1067,103,5,83,6,249
2023-02-25,101,0,6,0,36,30,1065,101,6,83,6,255
2023-02-26,92,1,8,0,37,29,1110,93,8,84,6,263
2023-02-27,166,3,15,0,48,32,1235,169,15,87,6,278
2023-02-28,142,1,12,0,58,34,1272,143,12,88,6,290
2023-03-01,138,2,15,1,57,34,1264,140,16,90,7,305
2023-03-02,144,2,8,0,58,37,1283,146,8,92,7,313
2023-03-03,148,4,10,0,59,34,1295,152,10,96,7,323
2023-03-04,108,0,2,0,52,29,1266,108,2,96,7,325
2023-03-05,97,1,9,0,54,29,1290,98,9,97,7,334
2023-03-06,190,4,12,0,62,33,1436,194,12,101,7,346
2023-03-07,165,3,16,0,73,37,1433,168,16,104,7,362
2023-03-08,141,1,3,0,61,33,1419,142,3,105,7,365
2023-03-09,135,1,6,1,57,33,1382,136,7,106,8,371
2023-03-10,146,2,14,0,60,36,1384,148,14,108,8,385
2023-03-11,100,0,8,0,60,39,1312,100,8,108,8,393
2023-03-12,107,0,10,0,62,40,1355,107,10,108,8,403
2023-03-13,172,0,10,0,64,41,1471,172,10,108,8,413
2023-03-14,149,0,6,0,64,40,1452,149,6,108,8,419
2023-03-15,142,2,4,0,59,36,1442,144,4,110,8,423
2023-03-16,135,1,11,1,66,35,1410,136,12,111,9,434
2023-03-17,128,4,4,0,57,32,1388,132,4,115,9,438
2023-03-18,94,0,5,0,50,32,1327,94,5,115,9,443
2023-03-19,107,2,7,0,50,32,1366,109,7,117,9,450
2023-03-20,145,1,14,1,59,35,1448,146,15,118,10,464
2023-03-21,112,1,11,0,65,39,1397,113,11,119,10,475
2023-03-22,113,4,5,0,59,37,1371,117,5,123,10,480
2023-03-23,121,2,8,0,58,37,1324,123,8,125,10,488
2023-03-24,103,0,4,1,53,33,1273,103,5,125,11,492
2023-03-25,85,0,5,0,48,32,1210,85,5,125,11,497
2023-03-26,82,0,4,0,44,31,1227,82,4,125,11,501
2023-03-27,103,3,6,1,51,34,1291,106,7,128,12,507
2023-03-28,97,0,14,0,60,38,1238,97,14,128,12,521
2023-03-29,93,2,2,0,55,35,1198,95,2,130,12,523
2023-03-30,88,1,6,0,52,34,1166,89,6,131,12,529
2023-03-31,95,2,5,0,51,36,1145,97,5,133,12,534
2023-04-01,60,0,3,0,49,34,1072,60,3,133,12,537
2023-04-02,52,0,5,0,50,35,1076,52,5,133,12,542
2023-04-03,78,1,7,0,53,35,1120,79,7,134,12,549
2023-04-04,64,2,2,0,45,30,1072,66,2,136,12,551
2023-04-05,70,1,2,0,39,27,1044,71,2,137,12,553
2023-04-06,72,2,8,0,43,30,1019,74,8,139,12,561
2023-04-07,67,1,4,0,41,26,1012,68,4,140,12,565
2023-04-08,55,1,2,0,41,27,948,56,2,141,12,567
2023-04-09,51,0,4,0,40,26,935,51,4,141,12,571
2023-04-10,51,2,5,0,41,28,945,53,5,143,12,576
2023-04-11,86,2,2,0,40,27,994,88,2,145,12,578
2023-04-12,68,1,2,0,40,26,976,69,2,146,12,580
2023-04-13,45,1,2,0,39,25,932,46,2,147,12,582
2023-04-14,47,2,4,0,38,27,880,49,4,149,12,586
2023-04-15,39,0,1,0,37,27,829,39,1,149,12,587
2023-04-16,28,0,3,0,37,26,819,28,3,149,12,590
2023-04-17,53,1,5,0,39,25,856,54,5,150,12,595
2023-04-18,55,1,1,0,38,24,841,56,1,151,12,596
2023-04-19,43,0,1,0,33,23,807,43,1,151,12,597
2023-04-20,38,0,0,0,33,23,794,38,0,151,12,597
2023-04-21,27,1,3,0,32,22,757,28,3,152,12,600
2023-04-22,24,0,0,0,31,22,733,24,0,152,12,600
2023-04-23,23,0,4,0,34,25,734,23,4,152,12,604
2023-04-24,2,0,0,0,33,25,722,2,0,152,12,604
