"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-01-01,104,4,8,0,55,35,1130,108,8,4,0,8
2023-01-02,137,4,9,0,59,39,1214,141,9,8,0,17
2023-01-03,116,1,5,0,59,38,1216,117,5,9,0,22
2023-01-04,99,2,9,0,59,38,1170,101,9,11,0,31
2023-01-05,98,2,13,0,63,40,1141,100,13,13,0,44
2023-01-06,92,2,12,1,68,42,1081,94,13,15,1,56
2023-01-07,74,1,2,0,54,38,1008,75,2,16,1,58
2023-01-08,84,5,8,0,58,40,1044,89,8,21,1,66
2023-01-09,112,3,4,0,55,39,1109,115,4,24,1,70
2023-01-10,83,1,5,0,49,35,1075,84,5,25,1,75
2023-01-11,76,1,4,0,49,33,1010,77,4,26,1,79
2023-01-12,82,3,6,0,46,32,986,85,6,29,1,85
2023-01-13,63,1,7,0,50,33,930,64,7,30,1,92
2023-01-14,50,0,4,0,49,33,864,50,4,30,1,96
2023-01-15,53,3,1,0,43,30,867,56,1,33,1,97
2023-01-16,81,3,5,0,45,31,910,84,5,36,1,102
2023-01-17,65,3,6,1,47,30,879,68,7,39,2,108
2023-01-18,61,2,3,0,42,29,854,63,3,41,2,111
2023-01-19,58,5,2,0,39,26,830,63,2,46,2,113
2023-01-20,52,0,4,0,36,24,790,52,4,46,2,117
2023-01-21,41,1,0,0,32,22,735,42,0,47,2,117
2023-01-22,37,2,1,0,28,21,745,39,1,49,2,118
2023-01-23,63,1,7,0,34,26,784,64,7,50,2,125
2023-01-24,39,2,3,0,33,25,734,41,3,52,2,128
2023-01-25,41,0,2,1,28,22,691,41,3,52,3,130
2023-01-26,46,3,2,0,22,17,692,49,2,55,3,132
2023-01-27,56,2,3,0,21,16,682,58,3,57,3,135
2023-01-28,28,1,2,0,22,18,632,29,2,58,3,137
2023-01-29,43,0,3,0,22,19,645,43,3,58,3,140
2023-01-30,75,1,3,0,24,20,701,76,3,59,3,143
2023-01-31,48,1,4,1,23,18,687,49,5,60,4,147
2023-02-01,61,5,1,0,23,18,694,66,1,65,4,148
2023-02-02,51,1,5,0,22,19,682,52,5,66,4,153
2023-02-03,55,0,4,0,22,19,678,55,4,66,4,157
2023-02-04,42,1,2,0,21,18,660,43,2,67,4,159
2023-02-05,46,0,2,0,20,17,682,46,2,67,4,161
2023-02-06,65,3,6,0,23,18,734,68,6,70,4,167
2023-02-07,61,0,4,0,21,15,732,61,4,70,4,171
2023-02-08,60,0,7,0,27,19,722,60,7,70,4,178
2023-02-09,75,1,4,0,29,21,745,76,4,71,4,182
2023-02-10,69,2,2,0,24,17,758,71,2,73,4,184
2023-02-11,66,1,3,0,22,14,748,67,3,74,4,187
2023-02-12,58,0,0,0,20,14,772,58,0,74,4,187
2023-02-13,99,2,3,0,18,15,845,101,3,76,4,190
2023-02-14,74,1,2,0,20,17,837,75,2,77,4,192
2023-02-15,76,0,9,0,26,21,837,76,9,77,4,201
2023-02-16,80,0,4,0,29,23,849,80,4,77,4,205
2023-02-17,93,2,1,0,27,21,867,95,1,79,4,206
2023-02-18,74,2,2,0,26,21,853,76,2,81,4,208
2023-02-19,75,2,9,1,31,23,889,77,10,83,5,217
2023-02-20,120,3,7,0,38,24,985,123,7,86,5,224
2023-02-21,95,2,8,0,40,26,984,97,8,88,5,232
2023-02-22,113,2,8,1,39,29,1007,115,9,90,6,240
2023-02-23,103,0,4,0,38,29,1035,103,4,90,6,244
2023-02-24,103,0,5,0,33,28,1052,103,5,90,6,249
2023-02-25,101,0,6,0,36,30,1050,101,6,90,6,255
2023-02-26,92,1,8,0,37,29,1095,93,8,91,6,263
2023-02-27,166,3,15,0,48,32,1220,169,15,94,6,278
2023-02-28,142,1,12,0,58,34,1257,143,12,95,6,290
2023-03-01,138,2,15,1,57,34,1249,140,16,97,7,305
2023-03-02,144,2,8,0,58,37,1268,146,8,99,7,313
2023-03-03,149,4,10,0,59,34,1281,153,10,103,7,323
2023-03-04,108,0,2,0,52,29,1252,108,2,103,7,325
2023-03-05,98,1,9,0,54,29,1277,99,9,104,7,334
2023-03-06,190,4,12,0,62,33,1421,194,12,108,7,346
2023-03-07,166,3,16,0,73,37,1419,169,16,111,7,362
2023-03-08,141,1,3,0,61,33,1405,142,3,112,7,365
2023-03-09,135,1,6,1,57,33,1368,136,7,113,8,371
2023-03-10,145,2,14,0,60,36,1369,147,14,115,8,385
2023-03-11,100,0,8,0,60,39,1298,100,8,115,8,393
2023-03-12,107,0,10,0,61,40,1341,107,10,115,8,403
2023-03-13,172,0,10,0,64,41,1457,172,10,115,8,413
2023-03-14,149,0,6,0,64,40,1437,149,6,115,8,419
2023-03-15,142,2,4,0,59,36,1427,144,4,117,8,423
2023-03-16,135,1,11,1,66,35,1395,136,12,118,9,434
2023-03-17,128,4,4,0,57,32,1373,132,4,122,9,438
2023-03-18,94,0,5,0,50,32,1312,94,5,122,9,443
2023-03-19,107,2,7,0,50,32,1351,109,7,124,9,450
2023-03-20,145,1,14,1,59,35,1433,146,15,125,10,464
2023-03-21,112,1,11,0,65,39,1382,113,11,126,10,475
2023-03-22,113,4,5,0,59,37,1356,117,5,130,10,480
2023-03-23,121,2,8,0,58,37,1309,123,8,132,10,488
2023-03-24,104,0,4,1,53,33,1259,104,5,132,11,492
2023-03-25,85,0,5,0,48,32,1195,85,5,132,11,497
2023-03-26,83,0,4,0,44,31,1213,83,4,132,11,501
2023-03-27,104,3,6,1,51,34,1278,107,7,135,12,507
2023-03-28,96,0,15,0,61,39,1224,96,15,135,12,522
2023-03-29,93,2,2,0,56,36,1184,95,2,137,12,524
2023-03-30,89,1,6,0,53,35,1153,90,6,138,12,530
2023-03-31,95,2,5,0,52,37,1132,97,5,140,12,535
2023-04-01,60,0,3,0,50,35,1059,60,3,140,12,538
2023-04-02,53,0,5,0,51,36,1064,53,5,140,12,543
2023-04-03,78,1,7,0,54,36,1108,79,7,141,12,550
2023-04-04,64,2,2,0,45,30,1061,66,2,143,12,552
2023-04-05,70,1,2,0,39,27,1033,71,2,144,12,554
2023-04-06,72,2,8,0,43,30,1008,74,8,146,12,562
2023-04-07,68,1,4,0,41,26,1001,69,4,147,12,566
2023-04-08,55,1,2,0,41,27,937,56,2,148,12,568
2023-04-09,52,0,4,0,40,26,925,52,4,148,12,572
2023-04-10,51,1,5,0,41,28,934,52,5,149,12,577
2023-04-11,86,3,2,0,39,27,984,89,2,152,12,579
2023-04-12,69,1,2,0,39,26,967,70,2,153,12,581
2023-04-13,46,1,2,0,38,25,923,47,2,154,12,583
2023-04-14,48,1,4,0,37,27,870,49,4,155,12,587
2023-04-15,41,0,1,0,36,27,821,41,1,155,12,588
2023-04-16,28,0,3,0,36,26,812,28,3,155,12,591
2023-04-17,54,1,5,0,37,24,849,55,5,156,12,596
2023-04-18,59,1,2,0,37,24,836,60,2,157,12,598
2023-04-19,54,1,1,0,32,23,811,55,1,158,12,599
2023-04-20,49,0,1,0,32,23,805,49,1,158,12,600
2023-04-21,44,1,3,0,31,23,773,45,3,159,12,603
2023-04-22,45,0,1,0,31,23,745,45,1,159,12,604
2023-04-23,33,0,5,0,35,26,746,33,5,159,12,609
2023-04-24,42,3,2,0,36,27,775,45,2,162,12,611
2023-04-25,32,1,2,0,36,25,748,33,2,163,12,613
2023-04-26,31,0,2,0,34,23,715,31,2,163,12,615
2023-04-27,24,1,3,0,33,23,672,25,3,164,12,618
2023-04-28,36,0,3,0,34,23,686,36,3,164,12,621
2023-04-29,19,1,1,0,33,23,658,20,1,165,12,622
2023-04-30,20,1,1,0,33,22,661,21,1,166,12,623
2023-05-01,17,1,1,0,34,23,667,18,1,167,12,624
2023-05-02,0,0,0,0,33,22,643,0,0,167,12,624
