"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-01-01,104,5,8,0,54,35,1140,109,8,5,0,8
2023-01-02,137,9,9,0,58,39,1227,146,9,14,0,17
2023-01-03,117,2,5,0,58,38,1227,119,5,16,0,22
2023-01-04,99,4,9,0,58,38,1182,103,9,20,0,31
2023-01-05,98,3,13,0,62,40,1152,101,13,23,0,44
2023-01-06,92,4,12,1,67,42,1092,96,13,27,1,56
2023-01-07,74,2,2,0,53,38,1018,76,2,29,1,58
2023-01-08,84,7,8,0,57,40,1053,91,8,36,1,66
2023-01-09,112,4,4,0,54,39,1119,116,4,40,1,70
2023-01-10,83,2,5,0,48,35,1085,85,5,42,1,75
2023-01-11,76,2,4,0,48,33,1014,78,4,44,1,79
2023-01-12,82,5,6,0,45,32,991,87,6,49,1,85
2023-01-13,63,2,7,0,48,32,934,65,7,51,1,92
2023-01-14,50,1,4,0,47,32,868,51,4,52,1,96
2023-01-15,53,4,1,0,41,29,871,57,1,56,1,97
2023-01-16,81,5,5,0,43,30,916,86,5,61,1,102
2023-01-17,65,4,6,1,45,29,884,69,7,65,2,108
2023-01-18,61,2,3,0,40,28,857,63,3,67,2,111
2023-01-19,58,6,2,0,37,25,831,64,2,73,2,113
2023-01-20,52,2,4,0,34,23,792,54,4,75,2,117
2023-01-21,41,2,0,0,30,21,737,43,0,77,2,117
2023-01-22,37,3,1,0,26,20,748,40,1,80,2,118
2023-01-23,63,3,7,0,32,25,788,66,7,83,2,125
2023-01-24,40,4,3,0,31,24,738,44,3,87,2,128
2023-01-25,41,2,2,1,26,21,694,43,3,89,3,130
2023-01-26,46,5,2,0,20,16,697,51,2,94,3,132
2023-01-27,56,3,3,0,19,15,687,59,3,97,3,135
2023-01-28,28,1,2,0,20,17,634,29,2,98,3,137
2023-01-29,44,0,3,0,20,18,645,44,3,98,3,140
2023-01-30,75,2,3,0,22,19,701,77,3,100,3,143
2023-01-31,48,1,4,1,21,17,686,49,5,101,4,147
2023-02-01,61,7,1,0,21,17,695,68,1,108,4,148
2023-02-02,51,3,5,0,20,18,683,54,5,111,4,153
2023-02-03,55,0,4,0,20,18,677,55,4,111,4,157
2023-02-04,42,2,2,0,19,17,660,44,2,113,4,159
2023-02-05,48,0,2,0,18,16,684,48,2,113,4,161
2023-02-06,65,3,6,0,21,17,736,68,6,116,4,167
2023-02-07,61,0,4,0,19,14,731,61,4,116,4,171
2023-02-08,60,2,7,0,25,18,723,62,7,118,4,178
2023-02-09,78,1,4,0,27,20,748,79,4,119,4,182
2023-02-10,70,2,2,0,22,16,760,72,2,121,4,184
2023-02-11,66,1,3,0,20,13,749,67,3,122,4,187
2023-02-12,58,0,0,0,18,13,772,58,0,122,4,187
2023-02-13,99,2,3,0,16,14,844,101,3,124,4,190
2023-02-14,75,2,2,0,18,16,837,77,2,126,4,192
2023-02-15,76,0,9,0,24,20,836,76,9,126,4,201
2023-02-16,81,0,4,0,27,22,847,81,4,126,4,205
2023-02-17,95,2,1,0,25,20,867,97,1,128,4,206
2023-02-18,74,2,2,0,24,20,853,76,2,130,4,208
2023-02-19,75,2,9,1,29,22,888,77,10,132,5,217
2023-02-20,120,3,7,0,36,23,984,123,7,135,5,224
2023-02-21,95,2,8,0,38,25,980,97,8,137,5,232
2023-02-22,114,2,8,1,37,28,1003,116,9,139,6,240
2023-02-23,103,0,4,0,36,28,1031,103,4,139,6,244
2023-02-24,103,0,5,0,31,27,1047,103,5,139,6,249
2023-02-25,101,0,6,0,34,29,1045,101,6,139,6,255
2023-02-26,93,1,8,0,35,28,1091,94,8,140,6,263
2023-02-27,167,3,15,0,46,31,1216,170,15,143,6,278
2023-02-28,142,1,12,0,56,34,1250,143,12,144,6,290
2023-03-01,139,2,15,1,55,34,1243,141,16,146,7,305
2023-03-02,145,2,7,0,55,36,1261,147,7,148,7,312
2023-03-03,149,4,11,0,57,34,1272,153,11,152,7,323
2023-03-04,109,0,2,0,50,29,1243,109,2,152,7,325
2023-03-05,98,1,9,0,52,29,1268,99,9,153,7,334
2023-03-06,189,4,12,0,60,32,1411,193,12,157,7,346
2023-03-07,166,3,16,0,71,36,1409,169,16,160,7,362
2023-03-08,142,1,3,0,59,32,1396,143,3,161,7,365
2023-03-09,135,1,6,1,55,33,1359,136,7,162,8,371
2023-03-10,146,2,14,0,58,36,1361,148,14,164,8,385
2023-03-11,100,0,8,0,58,39,1291,100,8,164,8,393
2023-03-12,107,0,10,0,59,40,1334,107,10,164,8,403
2023-03-13,172,0,10,0,62,41,1450,172,10,164,8,413
2023-03-14,149,0,6,0,62,40,1428,149,6,164,8,419
2023-03-15,142,2,4,0,57,36,1419,144,4,166,8,423
2023-03-16,135,1,11,1,64,35,1385,136,12,167,9,434
2023-03-17,127,4,4,0,55,32,1358,131,4,171,9,438
2023-03-18,94,0,5,0,48,32,1297,94,5,171,9,443
2023-03-19,107,2,7,0,48,32,1335,109,7,173,9,450
2023-03-20,145,1,14,1,57,35,1418,146,15,174,10,464
2023-03-21,112,1,11,0,63,39,1366,113,11,175,10,475
2023-03-22,114,4,5,0,57,37,1338,118,5,179,10,480
2023-03-23,121,2,8,0,56,37,1291,123,8,181,10,488
2023-03-24,104,0,4,1,51,33,1240,104,5,181,11,492
2023-03-25,85,0,5,0,46,32,1176,85,5,181,11,497
2023-03-26,83,0,4,0,42,31,1193,83,4,181,11,501
2023-03-27,104,2,6,1,49,34,1257,106,7,183,12,507
2023-03-28,96,0,15,0,59,39,1202,96,15,183,12,522
2023-03-29,94,2,2,0,54,36,1163,96,2,185,12,524
2023-03-30,90,1,6,0,51,35,1134,91,6,186,12,530
2023-03-31,97,2,5,0,50,37,1115,99,5,188,12,535
2023-04-01,60,0,3,0,48,35,1036,60,3,188,12,538
2023-04-02,54,0,5,0,49,36,1042,54,5,188,12,543
2023-04-03,78,1,7,0,52,36,1087,79,7,189,12,550
2023-04-04,64,2,2,0,43,30,1039,66,2,191,12,552
2023-04-05,72,1,2,0,37,27,1012,73,2,192,12,554
2023-04-06,72,2,8,0,41,30,985,74,8,194,12,562
2023-04-07,68,1,4,0,39,26,977,69,4,195,12,566
2023-04-08,55,1,2,0,39,27,913,56,2,196,12,568
2023-04-09,53,0,4,0,38,26,901,53,4,196,12,572
2023-04-10,51,1,5,0,39,28,910,52,5,197,12,577
2023-04-11,87,2,2,0,37,27,960,89,2,199,12,579
2023-04-12,69,1,2,0,37,26,941,70,2,200,12,581
2023-04-13,50,1,2,0,36,25,901,51,2,201,12,583
2023-04-14,50,1,4,0,35,27,848,51,4,202,12,587
2023-04-15,41,0,1,0,33,27,799,41,1,202,12,588
2023-04-16,28,0,3,0,33,26,790,28,3,202,12,591
2023-04-17,57,1,5,0,34,24,830,58,5,203,12,596
2023-04-18,63,1,2,0,34,24,821,64,2,204,12,598
2023-04-19,54,0,1,0,29,23,795,54,1,204,12,599
2023-04-20,53,0,1,0,29,23,792,53,1,204,12,600
2023-04-21,46,1,3,0,28,23,760,47,3,205,12,603
2023-04-22,46,0,1,0,27,22,732,46,1,205,12,604
2023-04-23,36,0,6,0,32,26,734,36,6,205,12,610
2023-04-24,48,1,2,0,32,27,767,49,2,206,12,612
2023-04-25,44,1,2,0,32,25,750,45,2,207,12,614
2023-04-26,41,0,3,0,32,24,717,41,3,207,12,617
2023-04-27,30,1,3,0,31,24,665,31,3,208,12,620
2023-04-28,42,0,3,0,32,25,681,42,3,208,12,623
2023-04-29,25,1,1,0,32,25,647,26,1,209,12,624
2023-04-30,35,0,1,0,31,23,661,35,1,209,12,625
2023-05-01,49,0,3,0,33,24,692,49,3,209,12,628
2023-05-02,34,0,1,0,33,24,660,34,1,209,12,629
2023-05-03,34,1,1,0,31,25,646,35,1,210,12,630
2023-05-04,26,0,5,0,34,27,611,26,5,210,12,635
2023-05-05,36,0,3,0,35,27,597,36,3,210,12,638
2023-05-06,21,0,5,0,35,26,590,21,5,210,12,643
2023-05-07,24,1,3,0,33,25,598,25,3,211,12,646
2023-05-08,27,0,3,0,33,24,610,27,3,211,12,649
2023-05-09,25,0,1,0,31,24,588,25,1,211,12,650
2023-05-10,28,1,2,0,27,21,572,29,2,212,12,652
2023-05-11,17,0,2,0,27,19,541,17,2,212,12,654
2023-05-12,23,0,1,0,27,19,516,23,1,212,12,655
2023-05-13,16,0,5,0,30,23,473,16,5,212,12,660
2023-05-14,15,0,2,0,31,23,471,15,2,212,12,662
2023-05-15,27,1,1,0,31,23,490,28,1,213,12,663
2023-05-16,29,0,2,0,29,20,492,29,2,213,12,665
2023-05-17,13,3,0,0,28,20,477,16,0,216,12,665
2023-05-18,10,2,0,0,27,18,454,12,0,218,12,665
2023-05-19,13,1,1,0,26,18,455,14,1,219,12,666
2023-05-20,11,0,1,0,27,19,430,11,1,219,12,667
2023-05-21,8,3,0,0,24,16,429,11,0,222,12,667
2023-05-22,12,2,1,0,23,16,438,14,1,224,12,668
2023-05-23,9,0,1,1,23,17,425,9,2,224,13,669
2023-05-24,1,0,0,0,22,17,410,1,0,224,13,669
